"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 04 20:21:15 GMT 2023","Wed Jan 04 20:21:26 GMT 2023","10527","chromium","","Basic tests for mageto web site","","","Verify user can create an account and then log out",""
"passed","Wed Jan 04 20:21:15 GMT 2023","Wed Jan 04 20:21:20 GMT 2023","4715","chromium","","Basic tests for mageto web site","","","Verify banners & content are displayed on the main page",""
